patientID,ssn,dob
239298,735133915,19-12-2012
739449,820923995,18-04-1950
167710,682278842,08-05-1987
679408,751836834,28-01-2017
311900,820007738,15-06-1984
192994,676425812,05-03-1961
831912,860007310,26-10-1986
738448,596496576,05-08-2009
536517,104353724,08-05-1959
856488,308448728,29-05-2021
608415,355397661,09-06-2018
708056,774787762,31-05-2020
817338,286765735,23-04-2006
236336,185192865,20-11-1978
204935,295919284,09-02-1939
313679,872324036,05-03-1977
760279,139986214,11-02-1972
964408,979574695,16-08-1955
792868,430733526,01-05-1973
763564,415718873,31-08-1957
577296,466329251,30-10-1967
322601,502487401,12-12-2008
603115,150989223,05-09-1959
311763,922042180,08-05-1956
121727,256253750,16-01-2014
626132,589255912,20-03-1970
162875,167439398,12-12-1941
556417,542142880,22-09-1974
290684,569638584,08-03-1942
505675,234488298,30-04-1962
595144,843046353,13-09-1967
436435,775813608,08-10-1964
290239,914818869,15-06-1954
709560,206518087,12-04-1960
731223,861191499,19-06-1968
877776,503923034,01-02-1929
525351,375901683,11-11-1962
344186,847533859,16-06-2013
336568,690021691,18-08-1981
618214,131839394,06-10-1958
550716,216440866,02-09-1953
994419,223035150,02-11-1969
632943,507222850,04-01-1958
751271,946787297,08-05-1963
167148,960830299,11-08-1979
702097,803674957,18-07-2018
715760,953980199,17-06-1936
597538,886094379,05-10-1969
546506,349277695,24-08-2018
864701,361956034,26-12-1960
387522,954405732,31-01-1966
110988,689711256,16-06-1959
462394,920258967,28-01-1970
930968,896211815,02-05-1971
537603,678331438,23-11-1965
681361,553314665,20-07-1977
790614,676265671,12-10-1967
668300,611242079,25-02-1955
422698,131491405,17-07-1957
186026,891525429,25-03-1958
250375,877689081,01-05-1953
542313,704459720,01-01-1942
808014,347309096,19-06-1948
180867,659263107,14-04-1957
826728,265271608,18-05-2010
938225,459937136,22-03-1985
512810,314003399,17-10-1973
531666,933817465,23-07-2016
401856,167946852,25-11-1955
610403,517656285,17-09-1986
229352,617285830,14-05-1956
980877,955855579,06-11-2011
910038,266555306,13-03-2012
499662,403242435,28-12-2013
981307,942174483,28-12-1960
476536,937290197,16-02-1973
414512,743514038,21-06-2010
601056,661014599,27-11-1940
831593,342692250,11-10-1966
955327,520736544,27-11-1968
242903,297512261,12-05-1961
792608,107570912,22-03-1965
377296,980574310,16-04-1924
620816,781363850,09-10-1953
872768,231171337,03-12-1982
482704,644613179,06-12-1926
414551,975967637,20-08-1964
267990,347720418,29-06-2017
724248,607598447,08-03-1963
879782,670566855,08-03-1974
416904,341867185,28-12-1941
775598,452738675,08-09-1957
141006,306722218,02-11-1958
602647,520633051,11-04-1964
932744,190272178,07-09-1962
985369,548009198,05-06-1932
824610,357361531,05-08-1957
654703,800779636,30-11-1955
661709,635679009,15-03-1966
998133,129367442,15-04-2013
351540,527149032,01-07-1940
972575,881346095,21-04-1968
955642,876315157,09-07-1954
642277,725140466,29-03-2005
419981,421800043,24-04-2009
564564,534252968,08-04-1973
884829,182157879,08-03-1940
295101,821658605,23-09-2002
129037,430174041,26-10-1948
981343,924890685,31-05-1970
450039,224022444,23-04-1974
489210,754867196,03-09-1962
663942,840844361,12-06-2010
117245,137175061,30-06-1974
726055,192078146,29-11-1957
682211,189197990,08-02-1992
698607,805310851,19-08-1964
162900,585222611,02-08-1974
654868,646251658,13-10-1931
122738,269887323,28-12-1959
669914,241969678,19-12-1960
341966,180032837,22-01-1983
563395,374696645,07-02-1979
962736,351876242,05-01-1962
665468,943402870,24-05-1939
495315,459441640,10-09-1991
634567,446589567,26-05-2015
607876,338247823,18-09-2014
